image_path,x,y,w,h,class_id,class_name,signal_state
raw_frames\frame_00111_jpg.rf.b39281e845a2a3f109a5262429377df3.jpg,428,261,41,101,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.779111b0f0ab5413b7b05bb849eca199.jpg,234,203,54,74,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.779111b0f0ab5413b7b05bb849eca199.jpg,295,186,59,98,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.779111b0f0ab5413b7b05bb849eca199.jpg,365,161,32,85,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.779111b0f0ab5413b7b05bb849eca199.jpg,418,261,52,103,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.779111b0f0ab5413b7b05bb849eca199.jpg,355,282,85,148,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.c94bad5fc5464db3fb0f87ef9140c319.jpg,175,248,46,81,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.c94bad5fc5464db3fb0f87ef9140c319.jpg,285,186,60,91,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.c94bad5fc5464db3fb0f87ef9140c319.jpg,248,177,38,62,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.c94bad5fc5464db3fb0f87ef9140c319.jpg,366,214,71,90,0,compliant_vehicle,green
raw_frames\frame_00112_jpg.rf.c94bad5fc5464db3fb0f87ef9140c319.jpg,224,272,75,166,0,compliant_vehicle,green
raw_frames\frame_00113_jpg.rf.2fd4aedc533ab8e7e35c15858e37293f.jpg,179,244,40,82,0,compliant_vehicle,green
raw_frames\frame_00113_jpg.rf.2fd4aedc533ab8e7e35c15858e37293f.jpg,278,175,63,94,0,compliant_vehicle,green
raw_frames\frame_00113_jpg.rf.2fd4aedc533ab8e7e35c15858e37293f.jpg,245,157,43,70,0,compliant_vehicle,green
raw_frames\frame_00113_jpg.rf.2fd4aedc533ab8e7e35c15858e37293f.jpg,220,237,89,154,0,compliant_vehicle,green
raw_frames\frame_00113_jpg.rf.2fd4aedc533ab8e7e35c15858e37293f.jpg,388,188,41,91,0,compliant_vehicle,green
raw_frames\frame_00116_jpg.rf.c2b587f6e4248f7928c8642c308d6d32.jpg,319,214,41,74,0,compliant_vehicle,green
raw_frames\frame_00116_jpg.rf.c2b587f6e4248f7928c8642c308d6d32.jpg,354,170,51,114,0,compliant_vehicle,green
raw_frames\frame_00116_jpg.rf.c2b587f6e4248f7928c8642c308d6d32.jpg,316,155,28,49,0,compliant_vehicle,green
raw_frames\frame_00116_jpg.rf.c2b587f6e4248f7928c8642c308d6d32.jpg,287,137,34,54,0,compliant_vehicle,green
raw_frames\frame_00116_jpg.rf.c2b587f6e4248f7928c8642c308d6d32.jpg,410,220,48,95,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.303fe7722aa410938146187afab322a9.jpg,317,187,32,60,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.303fe7722aa410938146187afab322a9.jpg,311,139,31,51,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.303fe7722aa410938146187afab322a9.jpg,360,169,53,99,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.303fe7722aa410938146187afab322a9.jpg,411,212,35,99,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.7082f6f3ab50f56131f1263e1256b69f.jpg,227,160,55,81,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.7082f6f3ab50f56131f1263e1256b69f.jpg,284,143,40,50,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.7082f6f3ab50f56131f1263e1256b69f.jpg,294,193,23,49,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.7082f6f3ab50f56131f1263e1256b69f.jpg,324,136,25,46,0,compliant_vehicle,green
raw_frames\frame_00117_jpg.rf.7082f6f3ab50f56131f1263e1256b69f.jpg,185,210,47,90,0,compliant_vehicle,green
raw_frames\frame_00118_jpg.rf.675316267b7806f1bcbd799e1880cc37.jpg,294,144,34,49,0,compliant_vehicle,green
raw_frames\frame_00118_jpg.rf.675316267b7806f1bcbd799e1880cc37.jpg,319,129,24,49,0,compliant_vehicle,green
raw_frames\frame_00118_jpg.rf.675316267b7806f1bcbd799e1880cc37.jpg,358,158,36,85,0,compliant_vehicle,green
raw_frames\frame_00118_jpg.rf.675316267b7806f1bcbd799e1880cc37.jpg,405,198,35,81,0,compliant_vehicle,green
raw_frames\frame_00118_jpg.rf.675316267b7806f1bcbd799e1880cc37.jpg,331,170,15,52,0,compliant_vehicle,green
raw_frames\frame_00119_jpg.rf.32fe7f279b71eb40d78d8c3ec923394a.jpg,341,143,61,75,0,compliant_vehicle,green
raw_frames\frame_00119_jpg.rf.32fe7f279b71eb40d78d8c3ec923394a.jpg,324,131,26,32,0,compliant_vehicle,green
raw_frames\frame_00119_jpg.rf.32fe7f279b71eb40d78d8c3ec923394a.jpg,406,203,45,84,0,compliant_vehicle,green
raw_frames\frame_00120_jpg.rf.fc17f2e934e31a3ab845ef053d810e04.jpg,360,147,37,67,0,compliant_vehicle,green
raw_frames\frame_00120_jpg.rf.fc17f2e934e31a3ab845ef053d810e04.jpg,329,156,30,42,0,compliant_vehicle,green
raw_frames\frame_00120_jpg.rf.fc17f2e934e31a3ab845ef053d810e04.jpg,402,199,43,69,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.8ba0dff6de8659a76ad6503c9566cf95.jpg,298,144,36,48,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.8ba0dff6de8659a76ad6503c9566cf95.jpg,348,144,42,56,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.8ba0dff6de8659a76ad6503c9566cf95.jpg,408,210,27,51,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.8ba0dff6de8659a76ad6503c9566cf95.jpg,369,220,43,109,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.de582d5056f57d2e3a1259b5d05ab08c.jpg,241,210,49,110,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.de582d5056f57d2e3a1259b5d05ab08c.jpg,201,207,32,51,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.de582d5056f57d2e3a1259b5d05ab08c.jpg,281,134,35,69,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.de582d5056f57d2e3a1259b5d05ab08c.jpg,316,143,22,51,0,compliant_vehicle,green
raw_frames\frame_00121_jpg.rf.de582d5056f57d2e3a1259b5d05ab08c.jpg,255,138,30,72,0,compliant_vehicle,green
raw_frames\frame_00122_jpg.rf.0e62ee0a6793fe89ca1f8765443226a8.jpg,248,293,34,89,0,compliant_vehicle,green
raw_frames\frame_00122_jpg.rf.0e62ee0a6793fe89ca1f8765443226a8.jpg,372,187,28,55,0,compliant_vehicle,green
raw_frames\frame_00122_jpg.rf.0e62ee0a6793fe89ca1f8765443226a8.jpg,354,143,32,45,0,compliant_vehicle,green
raw_frames\frame_00122_jpg.rf.0e62ee0a6793fe89ca1f8765443226a8.jpg,328,121,18,34,0,compliant_vehicle,green
raw_frames\frame_00122_jpg.rf.0e62ee0a6793fe89ca1f8765443226a8.jpg,298,147,38,52,0,compliant_vehicle,green
raw_frames\frame_00123_jpg.rf.854b916c83e403d1458a649846a74a81.jpg,249,258,39,97,0,compliant_vehicle,green
raw_frames\frame_00123_jpg.rf.854b916c83e403d1458a649846a74a81.jpg,306,154,31,46,0,compliant_vehicle,green
raw_frames\frame_00123_jpg.rf.854b916c83e403d1458a649846a74a81.jpg,359,167,33,59,0,compliant_vehicle,green
raw_frames\frame_00123_jpg.rf.854b916c83e403d1458a649846a74a81.jpg,405,190,30,72,0,compliant_vehicle,green
raw_frames\frame_00124_jpg.rf.83abda995fcc0584156b3ca9ea1964d9.jpg,255,242,32,91,0,compliant_vehicle,green
raw_frames\frame_00124_jpg.rf.83abda995fcc0584156b3ca9ea1964d9.jpg,317,155,22,77,0,compliant_vehicle,green
raw_frames\frame_00124_jpg.rf.83abda995fcc0584156b3ca9ea1964d9.jpg,355,156,32,55,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.03063793c089cfcc30bc485fa17e0c29.jpg,281,160,39,58,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.03063793c089cfcc30bc485fa17e0c29.jpg,280,142,22,29,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.03063793c089cfcc30bc485fa17e0c29.jpg,364,242,29,85,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.03063793c089cfcc30bc485fa17e0c29.jpg,208,180,27,69,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.7095b3255045acc9c5ca50eac5f2ce45.jpg,246,238,36,72,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.7095b3255045acc9c5ca50eac5f2ce45.jpg,323,167,35,35,0,compliant_vehicle,green
raw_frames\frame_00125_jpg.rf.7095b3255045acc9c5ca50eac5f2ce45.jpg,408,186,33,68,0,compliant_vehicle,green
raw_frames\frame_00126_jpg.rf.cb28add251403e996fe41b8bf5c1148a.jpg,226,225,43,68,0,compliant_vehicle,green
raw_frames\frame_00126_jpg.rf.cb28add251403e996fe41b8bf5c1148a.jpg,348,161,36,52,0,compliant_vehicle,green
raw_frames\frame_00126_jpg.rf.cb28add251403e996fe41b8bf5c1148a.jpg,415,183,28,53,0,compliant_vehicle,green
raw_frames\frame_00126_jpg.rf.cb28add251403e996fe41b8bf5c1148a.jpg,336,126,18,42,0,compliant_vehicle,green
raw_frames\frame_00127_jpg.rf.13bbc78b035f4b74ca4040d3bb986acd.jpg,345,251,39,62,0,compliant_vehicle,yellow
raw_frames\frame_00127_jpg.rf.13bbc78b035f4b74ca4040d3bb986acd.jpg,277,315,91,167,0,compliant_vehicle,yellow
raw_frames\frame_00128_jpg.rf.49783e08e6c2e65cb7e9c364a9bdedf3.jpg,270,324,91,181,0,compliant_vehicle,yellow
raw_frames\frame_00128_jpg.rf.49783e08e6c2e65cb7e9c364a9bdedf3.jpg,255,222,43,72,0,compliant_vehicle,yellow
raw_frames\frame_00129_jpg.rf.33dfc71a1d0ec22b4a21b03ab1dd629a.jpg,245,202,28,65,0,compliant_vehicle,yellow
raw_frames\frame_00129_jpg.rf.33dfc71a1d0ec22b4a21b03ab1dd629a.jpg,275,333,81,169,0,compliant_vehicle,yellow
raw_frames\frame_00131_jpg.rf.34086a67a48097f2f946a3a97600296d.jpg,280,326,103,169,0,compliant_vehicle,red
raw_frames\frame_00134_jpg.rf.4e7320ae70d77ba2e0fa515bd3232d8a.jpg,289,331,83,158,0,compliant_vehicle,red
raw_frames\frame_00134_jpg.rf.4e7320ae70d77ba2e0fa515bd3232d8a.jpg,215,342,49,109,0,compliant_vehicle,red
raw_frames\frame_00134_jpg.rf.620ea895e18dca8d492d865c6bc24074.jpg,281,320,87,152,0,compliant_vehicle,red
raw_frames\frame_00134_jpg.rf.620ea895e18dca8d492d865c6bc24074.jpg,384,327,60,135,0,compliant_vehicle,red
raw_frames\frame_00135_jpg.rf.70b6c0182e942003be7b6d339e5855c8.jpg,381,328,62,88,0,compliant_vehicle,red
raw_frames\frame_00135_jpg.rf.70b6c0182e942003be7b6d339e5855c8.jpg,284,326,89,183,0,compliant_vehicle,red
raw_frames\frame_00138_jpg.rf.c6006b6acc21edf1fb533b5497eb36a2.jpg,383,301,54,101,0,compliant_vehicle,red
raw_frames\frame_00138_jpg.rf.c6006b6acc21edf1fb533b5497eb36a2.jpg,283,323,74,156,0,compliant_vehicle,red
raw_frames\frame_00138_jpg.rf.e05754c916a10813e5b2e0ee0f21ed77.jpg,288,325,94,167,0,compliant_vehicle,red
raw_frames\frame_00138_jpg.rf.e05754c916a10813e5b2e0ee0f21ed77.jpg,216,287,38,84,0,compliant_vehicle,red
raw_frames\frame_00138_jpg.rf.e05754c916a10813e5b2e0ee0f21ed77.jpg,251,317,31,120,0,compliant_vehicle,red
raw_frames\frame_00139_jpg.rf.1006b08b1960353134ff3c382105bf6b.jpg,271,312,71,169,0,compliant_vehicle,red
raw_frames\frame_00139_jpg.rf.1006b08b1960353134ff3c382105bf6b.jpg,342,311,41,98,0,compliant_vehicle,red
raw_frames\frame_00139_jpg.rf.1006b08b1960353134ff3c382105bf6b.jpg,384,299,30,114,0,compliant_vehicle,red
raw_frames\frame_00140_jpg.rf.23d5b5fd7149a91995a8a5d60bd09e39.jpg,268,316,77,159,0,compliant_vehicle,red
raw_frames\frame_00140_jpg.rf.23d5b5fd7149a91995a8a5d60bd09e39.jpg,341,296,43,93,0,compliant_vehicle,red
raw_frames\frame_00140_jpg.rf.23d5b5fd7149a91995a8a5d60bd09e39.jpg,390,276,37,122,0,compliant_vehicle,red
raw_frames\frame_00141_jpg.rf.97bc211ba870284eeb6b8c8b816005a1.jpg,221,289,31,90,0,compliant_vehicle,red
raw_frames\frame_00141_jpg.rf.97bc211ba870284eeb6b8c8b816005a1.jpg,253,284,35,104,0,compliant_vehicle,red
raw_frames\frame_00141_jpg.rf.97bc211ba870284eeb6b8c8b816005a1.jpg,284,318,94,165,0,compliant_vehicle,red
raw_frames\frame_00143_jpg.rf.b456f54fa34a4129a81d58ac5d6f3e55.jpg,273,323,79,159,0,compliant_vehicle,red
raw_frames\frame_00143_jpg.rf.b456f54fa34a4129a81d58ac5d6f3e55.jpg,340,274,43,113,0,compliant_vehicle,red
raw_frames\frame_00143_jpg.rf.b456f54fa34a4129a81d58ac5d6f3e55.jpg,387,286,46,110,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.1b184f4eb10485aed81d4d3b61ada171.jpg,275,324,87,137,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.1b184f4eb10485aed81d4d3b61ada171.jpg,345,293,28,54,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.1b184f4eb10485aed81d4d3b61ada171.jpg,391,299,40,111,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.fd2d5142dafa16abc485c6d699c3a57a.jpg,217,291,31,106,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.fd2d5142dafa16abc485c6d699c3a57a.jpg,255,278,32,105,0,compliant_vehicle,red
raw_frames\frame_00145_jpg.rf.fd2d5142dafa16abc485c6d699c3a57a.jpg,287,309,91,194,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.973072c30c26df41e871f65373402e58.jpg,218,298,30,90,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.973072c30c26df41e871f65373402e58.jpg,250,266,33,104,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.973072c30c26df41e871f65373402e58.jpg,282,302,88,203,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.f11fdcf5e67ab7fec15ca56496d4eb3e.jpg,282,317,63,177,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.f11fdcf5e67ab7fec15ca56496d4eb3e.jpg,351,273,20,119,0,compliant_vehicle,red
raw_frames\frame_00146_jpg.rf.f11fdcf5e67ab7fec15ca56496d4eb3e.jpg,375,280,50,125,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.5bd77752c0352a95b123c635e3bc3dac.jpg,218,282,33,108,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.5bd77752c0352a95b123c635e3bc3dac.jpg,254,275,37,107,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.5bd77752c0352a95b123c635e3bc3dac.jpg,283,297,96,181,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.db9b5530e6119fc541c8af3f103afbcb.jpg,282,312,60,158,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.db9b5530e6119fc541c8af3f103afbcb.jpg,347,282,31,97,0,compliant_vehicle,red
raw_frames\frame_00148_jpg.rf.db9b5530e6119fc541c8af3f103afbcb.jpg,376,285,45,97,0,compliant_vehicle,red
raw_frames\frame_00149_jpg.rf.7b0860aa1eee39c17ef125f47ee03072.jpg,268,320,80,150,0,compliant_vehicle,red
raw_frames\frame_00149_jpg.rf.7b0860aa1eee39c17ef125f47ee03072.jpg,344,272,26,102,0,compliant_vehicle,red
raw_frames\frame_00149_jpg.rf.7b0860aa1eee39c17ef125f47ee03072.jpg,371,259,50,134,0,compliant_vehicle,red
raw_frames\frame_00150_jpg.rf.b4363b648c40b5f5e8d253d201421ed7.jpg,276,331,72,167,0,compliant_vehicle,red
raw_frames\frame_00150_jpg.rf.b4363b648c40b5f5e8d253d201421ed7.jpg,339,292,38,87,0,compliant_vehicle,red
raw_frames\frame_00150_jpg.rf.b4363b648c40b5f5e8d253d201421ed7.jpg,383,286,47,117,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.92d8ac55106eeb70dcc3fca53f25caa8.jpg,260,314,96,157,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.92d8ac55106eeb70dcc3fca53f25caa8.jpg,341,279,32,103,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.92d8ac55106eeb70dcc3fca53f25caa8.jpg,380,280,48,106,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.b1239b1aa702bd6b71d42968a58758c9.jpg,206,284,50,86,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.b1239b1aa702bd6b71d42968a58758c9.jpg,260,268,34,124,0,compliant_vehicle,red
raw_frames\frame_00151_jpg.rf.b1239b1aa702bd6b71d42968a58758c9.jpg,290,299,80,185,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.9e8f15446f7d04aba8d0061b5859cba8.jpg,296,316,100,238,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.9e8f15446f7d04aba8d0061b5859cba8.jpg,260,285,39,81,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.9e8f15446f7d04aba8d0061b5859cba8.jpg,211,286,54,87,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.9e8f15446f7d04aba8d0061b5859cba8.jpg,388,349,44,119,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.b81afde0fcb89c4835360a81423a14a0.jpg,284,329,78,156,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.b81afde0fcb89c4835360a81423a14a0.jpg,345,283,29,96,0,compliant_vehicle,red
raw_frames\frame_00152_jpg.rf.b81afde0fcb89c4835360a81423a14a0.jpg,394,290,36,109,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.7f86f17d9fa5423128ceab90712da283.jpg,265,321,85,156,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.7f86f17d9fa5423128ceab90712da283.jpg,338,286,48,88,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.7f86f17d9fa5423128ceab90712da283.jpg,391,282,32,105,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.d086e496f9a81f29c53be550a1b33d57.jpg,212,303,50,88,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.d086e496f9a81f29c53be550a1b33d57.jpg,260,296,29,98,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.d086e496f9a81f29c53be550a1b33d57.jpg,285,322,77,159,0,compliant_vehicle,red
raw_frames\frame_00153_jpg.rf.d086e496f9a81f29c53be550a1b33d57.jpg,380,313,57,130,0,compliant_vehicle,red
raw_frames\frame_00154_jpg.rf.6ce59817355b4938a839dac69d0cb67a.jpg,223,295,44,88,0,compliant_vehicle,red
raw_frames\frame_00154_jpg.rf.6ce59817355b4938a839dac69d0cb67a.jpg,343,287,42,107,0,compliant_vehicle,red
raw_frames\frame_00154_jpg.rf.6ce59817355b4938a839dac69d0cb67a.jpg,384,293,49,105,0,compliant_vehicle,red
raw_frames\frame_00154_jpg.rf.6ce59817355b4938a839dac69d0cb67a.jpg,278,324,85,170,0,compliant_vehicle,red
raw_frames\frame_00155_jpg.rf.46f2b487ba3303e8ae290757985f38cb.jpg,237,271,38,110,0,compliant_vehicle,red
raw_frames\frame_00155_jpg.rf.46f2b487ba3303e8ae290757985f38cb.jpg,276,316,73,178,0,compliant_vehicle,red
raw_frames\frame_00155_jpg.rf.46f2b487ba3303e8ae290757985f38cb.jpg,348,295,31,97,0,compliant_vehicle,red
raw_frames\frame_00155_jpg.rf.46f2b487ba3303e8ae290757985f38cb.jpg,389,288,38,116,0,compliant_vehicle,red
raw_frames\frame_00156_jpg.rf.5a7925a9050af77a4864c48e53e6dc0f.jpg,232,274,44,79,0,compliant_vehicle,red
raw_frames\frame_00156_jpg.rf.5a7925a9050af77a4864c48e53e6dc0f.jpg,285,311,66,160,0,compliant_vehicle,red
raw_frames\frame_00156_jpg.rf.5a7925a9050af77a4864c48e53e6dc0f.jpg,354,288,31,104,0,compliant_vehicle,red
raw_frames\frame_00156_jpg.rf.5a7925a9050af77a4864c48e53e6dc0f.jpg,382,279,37,123,0,compliant_vehicle,red
raw_frames\frame_00157_jpg.rf.ea9425614c2dc57fad55ac8df6427daf.jpg,236,268,36,93,0,compliant_vehicle,red
raw_frames\frame_00157_jpg.rf.ea9425614c2dc57fad55ac8df6427daf.jpg,283,307,69,174,0,compliant_vehicle,red
raw_frames\frame_00157_jpg.rf.ea9425614c2dc57fad55ac8df6427daf.jpg,350,288,20,90,0,compliant_vehicle,red
raw_frames\frame_00157_jpg.rf.ea9425614c2dc57fad55ac8df6427daf.jpg,389,287,54,126,0,compliant_vehicle,red
raw_frames\frame_00158_jpg.rf.91c3868f6f6a6854a5138077b8672b03.jpg,231,277,52,99,0,compliant_vehicle,red
raw_frames\frame_00158_jpg.rf.91c3868f6f6a6854a5138077b8672b03.jpg,293,315,53,155,0,compliant_vehicle,red
raw_frames\frame_00158_jpg.rf.91c3868f6f6a6854a5138077b8672b03.jpg,345,289,25,94,0,compliant_vehicle,red
raw_frames\frame_00158_jpg.rf.91c3868f6f6a6854a5138077b8672b03.jpg,387,290,49,124,0,compliant_vehicle,red
raw_frames\frame_00159_jpg.rf.2c2753b3a2906fec86cdfdeb805ceeb3.jpg,235,268,41,85,0,compliant_vehicle,red
raw_frames\frame_00159_jpg.rf.2c2753b3a2906fec86cdfdeb805ceeb3.jpg,276,313,67,159,0,compliant_vehicle,red
raw_frames\frame_00159_jpg.rf.2c2753b3a2906fec86cdfdeb805ceeb3.jpg,352,280,21,120,0,compliant_vehicle,red
raw_frames\frame_00159_jpg.rf.2c2753b3a2906fec86cdfdeb805ceeb3.jpg,380,285,45,101,0,compliant_vehicle,red
raw_frames\frame_00160_jpg.rf.357a4c9c79632e934bbe3819e0e3cfb5.jpg,211,289,45,98,0,compliant_vehicle,red
raw_frames\frame_00160_jpg.rf.357a4c9c79632e934bbe3819e0e3cfb5.jpg,249,282,38,113,0,compliant_vehicle,red
raw_frames\frame_00160_jpg.rf.357a4c9c79632e934bbe3819e0e3cfb5.jpg,286,297,81,189,0,compliant_vehicle,red
raw_frames\frame_00160_jpg.rf.357a4c9c79632e934bbe3819e0e3cfb5.jpg,369,283,43,97,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.0e8604a3c96d0e660b1e5accf88e2287.jpg,214,270,45,123,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.0e8604a3c96d0e660b1e5accf88e2287.jpg,257,272,33,106,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.0e8604a3c96d0e660b1e5accf88e2287.jpg,286,287,78,178,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.0e8604a3c96d0e660b1e5accf88e2287.jpg,368,277,36,100,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.7c606d4d61028efcb2be0fe718807f58.jpg,226,265,42,96,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.7c606d4d61028efcb2be0fe718807f58.jpg,273,304,72,196,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.7c606d4d61028efcb2be0fe718807f58.jpg,341,281,35,103,0,compliant_vehicle,red
raw_frames\frame_00162_jpg.rf.7c606d4d61028efcb2be0fe718807f58.jpg,376,286,50,111,0,compliant_vehicle,red
raw_frames\frame_00163_jpg.rf.ecbb29196902c1cae07dafa88aa36369.jpg,228,266,37,115,0,compliant_vehicle,red
raw_frames\frame_00163_jpg.rf.ecbb29196902c1cae07dafa88aa36369.jpg,277,296,79,193,0,compliant_vehicle,red
raw_frames\frame_00163_jpg.rf.ecbb29196902c1cae07dafa88aa36369.jpg,352,277,27,94,0,compliant_vehicle,red
raw_frames\frame_00163_jpg.rf.ecbb29196902c1cae07dafa88aa36369.jpg,383,278,47,155,0,compliant_vehicle,red
raw_frames\frame_00164_jpg.rf.3009f74e6fa5d7dde6e9135231e35a81.jpg,230,271,31,113,0,compliant_vehicle,red
raw_frames\frame_00164_jpg.rf.3009f74e6fa5d7dde6e9135231e35a81.jpg,280,311,77,167,0,compliant_vehicle,red
raw_frames\frame_00164_jpg.rf.3009f74e6fa5d7dde6e9135231e35a81.jpg,342,279,31,118,0,compliant_vehicle,red
raw_frames\frame_00164_jpg.rf.3009f74e6fa5d7dde6e9135231e35a81.jpg,381,265,40,141,0,compliant_vehicle,red
raw_frames\frame_00165_jpg.rf.94d27e68da22ff41d56958e12003276d.jpg,237,260,44,115,0,compliant_vehicle,red
raw_frames\frame_00165_jpg.rf.94d27e68da22ff41d56958e12003276d.jpg,283,308,67,180,0,compliant_vehicle,red
raw_frames\frame_00165_jpg.rf.94d27e68da22ff41d56958e12003276d.jpg,348,277,21,117,0,compliant_vehicle,red
raw_frames\frame_00165_jpg.rf.94d27e68da22ff41d56958e12003276d.jpg,382,280,49,150,0,compliant_vehicle,red
raw_frames\frame_00167_jpg.rf.f36272bc4233eb8745398aca39d49b3f.jpg,235,266,36,122,0,compliant_vehicle,red
raw_frames\frame_00167_jpg.rf.f36272bc4233eb8745398aca39d49b3f.jpg,279,281,73,197,0,compliant_vehicle,red
raw_frames\frame_00167_jpg.rf.f36272bc4233eb8745398aca39d49b3f.jpg,352,274,22,123,0,compliant_vehicle,red
raw_frames\frame_00167_jpg.rf.f36272bc4233eb8745398aca39d49b3f.jpg,377,263,52,142,0,compliant_vehicle,red
raw_frames\frame_00168_jpg.rf.f63530c9f0256843799bddee4e944b68.jpg,240,257,41,118,0,compliant_vehicle,red
raw_frames\frame_00168_jpg.rf.f63530c9f0256843799bddee4e944b68.jpg,286,311,74,179,0,compliant_vehicle,red
raw_frames\frame_00168_jpg.rf.f63530c9f0256843799bddee4e944b68.jpg,345,292,35,112,0,compliant_vehicle,red
raw_frames\frame_00168_jpg.rf.f63530c9f0256843799bddee4e944b68.jpg,380,287,56,142,0,compliant_vehicle,red
raw_frames\frame_00169_jpg.rf.ca1678e04b067c3496800bb6a2fca55c.jpg,241,267,25,92,0,compliant_vehicle,red
raw_frames\frame_00169_jpg.rf.ca1678e04b067c3496800bb6a2fca55c.jpg,273,309,75,173,0,compliant_vehicle,red
raw_frames\frame_00169_jpg.rf.ca1678e04b067c3496800bb6a2fca55c.jpg,361,290,25,91,0,compliant_vehicle,red
raw_frames\frame_00169_jpg.rf.ca1678e04b067c3496800bb6a2fca55c.jpg,392,289,24,119,0,compliant_vehicle,red
raw_frames\frame_00170_jpg.rf.aa82fc2cc71e3b26015fd0397f74ec71.jpg,239,268,37,126,0,compliant_vehicle,red
raw_frames\frame_00170_jpg.rf.aa82fc2cc71e3b26015fd0397f74ec71.jpg,276,317,71,149,0,compliant_vehicle,red
raw_frames\frame_00170_jpg.rf.aa82fc2cc71e3b26015fd0397f74ec71.jpg,345,279,37,97,0,compliant_vehicle,red
raw_frames\frame_00170_jpg.rf.aa82fc2cc71e3b26015fd0397f74ec71.jpg,385,293,44,111,0,compliant_vehicle,red
